"如何透過交易系統全額線上預繳股票? 交割銀行若為中國信託，請您至臨櫃簽署「預收款轉撥同意書」，簽署完成後即可進行線上預繳。
請登入各交易平台的「E服務」>全額線上預繳，操作說明如下：
1.e 統金：首頁 >主選單【E服務】>全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
2.金贏島：點選左下方選單【交易/帳務】>統合e網 >點選下拉選單內的【E服務】>查詢 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
3.e指發APP(舊版)：首頁 >【統一專區】>E服務 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
4.e指發APP(新版)：首頁 >功能總覽> 交易類「 全額預繳」 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
※可執行全額預繳時間：交易日8:00-14:30。",,,
海外股票變更交割銀行 需填寫申請書。另因法規規範，若有變更交割幣別，需先結清原有庫存，才可變更。,,,
"除開立複委託帳戶外，是否要另開外幣帳戶才能進行交易， 不一定要開立外幣帳戶帳戶，客戶可以外幣或台幣交割帳戶擇一開戶即可。目前交割銀行為中國信託銀行或國泰世華銀行二擇一。
更多交割帳戶細節請參考：
http://download.pscnet.com.tw/download/stb_teach/trade_need.htm#",,,
"複委託圈存的金額怎麼計算 外幣交割帳戶：
帳上金額需有足額的外幣(投資金額+手續費和相關交易費用)

台幣交割帳戶：
委託下單前，將台幣圈存金額轉入台幣交割帳戶
台幣圈存金額＝足額外幣款項×圈存匯率×103%",,,
"透過複委託買賣港股票之交割價款如何計算 以港股為例，複委託買賣港股之交割價款計算方式如下：
買進成交價＝(單價×股數)＋手續費＋其他費用（例：匯費、交易徵費、印花稅等）
賣出金額＝（單價×股數）－手續費－其他費用（例：匯費、交易徵費、印花稅…等）
",,,
"陸股交易制度 1. 限專業投資人方可投資陸股(A股)
2. 限開外幣帳戶(需準備足額人民幣)
3. 不可融資融券，不可現股當沖
4. 每日漲跌幅：10%  每手100股
5. 買進交割日：T+1 賣出交割日T+3
6. 交易時間：
早盤:09:30~11:30，
午盤:13:00~15:00",,,
複委託下單前，是否必須先將足額價金匯入指定帳戶 是的，客戶於委託下單前，需將足額款項自行轉入交割帳戶,,,
各國股市交易單位是以股數或張數為準 美股:1股，A股:每手100股，港股:每手股數皆不同,,,
"各國股市的交易時間 上海深圳市場:交易時間： 
早盤：上午9時30分至中午11時30分
午盤：下午1時正至下午3時正

美股交易時間：美東時間上午9時30分至下午4時正
台灣時間（3月第二週日－11月第一周日）：晚上09時30分至次日凌晨4時正
台灣時間（11月第一周日－3月第二週日）：晚上10時30分至次日凌晨5時正

香港市場交易時間: 
開市前時段：上午9時00分至9時30分
早盤：上午9時30分至中午12時正
午盤：下午1時正至下午4時10分",,,
"各國股市的交割幣別 外幣帳戶:美股以美元交割  港股以港幣交割  A股以人民幣交割
台幣帳戶:限美股和港股可用台幣交割
",,,
港股零股委託可以網路下單嗎 港股零股為人工詢價搓合，故僅接受人工下單。,,,
"買賣港股的手續費如何計算 港股手續費: 
人工單 0.45％，每筆最低HKD150 
網路單 0.25％，每筆最低HKD100",,,
複委託可否信用交易(融資融券) 目前海外股票交易不開放信用交易(融資融券),,,
複委託可否請親人代為下單 可以，但必須事先簽訂『委任承?代?買賣外國有價證券』申請書。開戶時即可先填寫相關授權資料，若事後需要，可至所屬分公司後台填寫。,,,
複委託海外股票(含ETF)人工下單要提供哪些資訊給交易員， 1.身分證字號或複委託帳號確認身分  2.表明要買的股票和其代號 3.要投資的股數,,,
滬港通/深港通賣出款何時可收到 T+3交易日可收到資金。,,,
"總公司交易室接單時間 日間接受委託時間為上午9點至下午5點
晚間接受委託時間為：
美東時間：上午9點至下午4點
台灣時間（3月第二週日－11月第一周日）：晚上09點至次日凌晨4點
台灣時間（11月第一周日－3月第二週日）：晚上10點至次日凌晨5點",,,
"美股整體市場熔斷機制何時觸發 美股大盤熔斷分三層：7%、13%、20%。
美股大盤的熔斷機制，是以S&P500 指數做基準，依序分做三個階段：
?階段一：當S&P 500下跌7%時(以前一天收盤價起算，以下同)，股市會暫停交易15分鐘；
?階段二：恢復交易後如果還跌、跌到了13%，再暫停交易15分鐘；
?階段三：恢復交易後依然繼續跌、跌到20%時，當天股市就關門，直接終止交易。",,,
海外市場交易之匯費是買賣都要收取嗎 本公司無收取交易匯費。,,,
"海外股市有價格卻未成交 穿價不成交：同一國家，可能有數個交易所同時在進行撮合，投資人查知的報價乃經由報價軟體及網路查知的報價，多數均包含各大主要交易所報價，但未必包含所有交易所。
開收盤穿價不成交：各交易所的開收盤撮合規則可能略有差異，因此有可能造成穿價。
快市穿價：突有消息公布造成線路問題，都有可能造成穿價。
",,,
港股零股是如何撮合的 港股零股並未在集中市場交易，必須由上手券商詢價，若上手券商所詢價格可符合客戶的要求，會立即撮合。否則會立即拒絕委託。但若市場買價較客戶賣價高時，會以較高價(即買價)成交。,,,
新開複委託帳戶就可以購買所有海外商品 委託交易，除開立複委託帳戶外，尚須開立台幣或綜合外幣帳戶，如果是外幣帳戶，必需先換取要投資的市場的投資貨幣，如投資A股需先換人民幣，投資港股需先兌換港幣，目前本公司只開放投資A股，港股和美股，且投資A股需有專業投資人資格,,,
購買海外證券有無課稅問題 海外交易所得需課徵所得稅，併入最低稅負計算，另外美股有30%股利稅(先課除)；港股多數紅籌股與國企股配息會先扣除10%股利稅,,,
海外市場交割 可選擇中國信託或國泰世華銀行進行交割,,,
海外股市手機查參考報價APP 港股：阿斯達克財經網    美股:google  finance,,,
港股零股交易時間 零股交易時間與港股交易時間相同，港股交易時間：09：30~12：00；13：00~16：00,,,
一般投資人可否買賣H股 目前台灣投資人已經可以投資國企股(H股)與紅籌股,,,
港股有上下午盤交易，若上午盤的委託尚未成交，下午盤時是否需要重新下單， 委託皆屬當日有效委託，當委託於上午盤未成交或部分成交，委託剩餘股數以及在交易所排隊的順序，皆會延續到下午盤交易，不需另行委託。,,,
美股有無漲跌幅限制 美股並無漲跌幅限制,,,
美國OTC掛牌股票可以交易嗎? 目前美國OTC掛牌股票依台灣法規不得買進,,,
"滬港通交易時間 09:10_09:25 (開盤競價)
09:30_11:30 (上午盤)
13:00_15:00 (下午盤)
14:57_15:00 (收盤競價)",,,
美股盤前、盤後交易時段下單方式 目前並無開放美股盤前、盤後交易,,,
"美股成交額外收費個案說明 目前美股收費除交易手續費以及賣出交易徵費外，其他相關費用請詳閱網站說明：
http://download.pscnet.com.tw/download/stb_teach/trade_need.htm#",,,
美國特別股配息稅率問題 一般來說註冊國為美國的特別股配息，均先預扣30%，待確認美國當地不需扣稅，則會退還預扣稅款(但時間不定，需視上手券商通知)。,,,
註冊於法國、義大利之公司所發行之有價證券交易稅賦問題 註冊於法國或義大利的公司所發行之股票、存託憑證(DR)或其他股權證券，買進時課金融交易稅，法國為成交價金的0.3%，義大利為成交價金的0.1%。,,,
海外商品股利稅(withholding tax)為何有變 海外商品股利稅(withholding tax)規定可能不時變動，將依上手券商規定扣繳,,,
紙本股票轉入/轉出之收費 相關費用可透過所屬營業員洽詢,,,
所有紙本股票都可以進行轉入/轉出 並非每一檔股票實體股票皆可接受轉入/轉出，可透過所屬營業員洽詢,,,
海外市場交易於何時可收到月對帳單 每月十日前郵寄上月份交易明細及庫存明細清單 ,,,
"複委託專業投資人如何申請 客戶辦理成為專業投資人須簽屬『統一綜合證券專業投資人聲明書』
並同時具備  1.財力證明  2.充足金融商品交易經驗  3.專業知識
更多申請細節，可直接洽詢所屬營業員或分公司後台。",,,
"複委託業務包含項目及市場? 1、含海外股票、債券、境外型結構型商品(FCN、DRA、IRD)
2、市場跨美國、香港、滬深股通、日本。(目前日本交易市場僅限人工下單、滬深股通需具備專業投資人資格)

複委託相關說明，請參考複委託官網 >交易說明 >市場規則
https://www.pscnet.com.tw/pscnetForeign/index.do",,,
"統一證券複委託官網 請點選下方連結進入「統一綜合複委託官網」
https://www.pscnet.com.tw/pscnetForeign/index.do",,,
"複委託客戶權益事項通知方式

 複委託客戶權益事項通知方式：

強制活動 (分割、合併、併購、更名、代號變更、配股、配息、到期贖回、部分贖回、下市、交易所變更、註冊地變更、基金目的變更、證券類型變更…)等客戶無需意見表示之公司活動，相關公告資訊請點選下方連結進入統一證券複委託官網 >主選單「最新公告」 >海外公告 >個股公告
https://www.pscnet.com.tw/pscnetForeign/index.do",,,
"W-8BEN到期 E指發「統一專區」複委託-W8BEN或
請點選下方連結進入「統一綜合複委託官網」
https://www.pscnet.com.tw/pscnetForeign/index.do",,,
"複委託簽署風險預告書 E指發「統一專區」複委託-線上簽署或
請點選下方連結進入「統一綜合複委託官網」
https://www.pscnet.com.tw/pscnetForeign/index.do",,,
海外債券一定要用外幣交割? 目前統一證券複委託平台開放客戶進行台幣交割，無論申購任何幣別的海外債券皆可使用台幣交割帳戶進行交割作業。所有外幣計價的海外債券皆開放使用台幣交割，但使用外幣交割戶僅限以申購幣別進行交割。例如: 申購人民幣債券不得使用美元進行交割。,,,
海外債券線上交易時間? 海外債券線上交易時間為營業日早上10:00至下午03:00，期間內可透過(統一APP名稱)進行海外債券申購及贖回的委託及刪單。逾期將不受理線上交易及刪單，若於線上交易時間後有刪單、改單的需求，請於營業時間聯繫您的理財服務人員!,,,
"什麼是統e金帳戶? 統e金帳戶以分戶帳交割：
本公司經客戶同意留存交割款項於交割專戶者，本公司將按每一個客戶分別設置分戶帳客戶專屬之虛擬帳號。客戶經與本公司約定之客戶本人名下的銀行帳戶匯款至分戶帳辦理交割，無須另外開立證券款項劃撥帳戶。

【線上開戶】： https://tinyurl.com/2p9bbc57

【線上開戶操作手冊】：https://tinyurl.com/2p8br668",,,
統e金帳戶可承作業務? 統e金帳戶可承作業務與一般帳戶相同。,,,
"如何開立統e金帳戶? 一、線上開戶
需為年滿18歲之本國自然人，持有銀行帳戶者。
線上開戶】： https://tinyurl.com/2p9bbc57

二、臨櫃開戶
1.年滿20歲之本國自然人。
2.七歲含以上，未滿20歲之本國自然人：則需要法定代理人父母任一方及未成年子女攜帶相關證件至營業據點臨櫃開戶。
3.七歲未含以下之本國自然人，可由法定代理人父母任一方代簽。
以上三種身分皆需有本人銀行帳戶。
4.臨櫃開戶相關業務請洽統一證券全省服務據點詢問",,,
"線上開統e金帳戶需具備資料 1. 身分證、附照片的健保卡或駕照及手持身份證自拍照。
2. 本人任一eACH上線銀行帳戶存摺作為出入金約定銀行帳戶使用。
eACH上線銀行如下依臺灣票券交換所公告之eACH上線銀行為主
【查看eACH上線銀行】https://www.twnch.org.tw/eACH.html#ACH-6",,,
"統e金帳戶出入金約定銀行 依臺灣票券交換所公告之任一eACH上線銀行均可約定為出/入金銀行帳戶。
【查看eACH上線銀行】https://www.twnch.org.tw/eACH.html#ACH-6",,,
"統e金帳戶可以現股當沖嗎? 可以的，若您符合下列資格並已簽署「有價證券當日沖銷交易風險預告書暨概括授權同意書」與「辦理應付當日沖銷券差有價證券借貸契約書」，即可進行當沖交易。
一、簽署資格
1.證券開戶滿三個月。
2.一年內委託上市櫃股票買賣成交十筆含以上。

二、簽署方式
1.點選【線上簽署專區】：https://tinyurl.com/muh9pyj5
2.或登入交易系統點選「線上簽署專區」
1.金贏島
交易/帳務 >個人服務 >線上簽署專區
2.e統金
客戶服務 >線上簽署專區
3.e指發APP
統一專區 >線上簽署",,,
統e金帳戶存款利率 現行利率：年息0.01%。,,,
舊交割銀行轉為統e金帳戶，且出入金換其它家銀行，那原交割銀行要如何處理？ 可以把原交割銀行戶約定成統e金帳戶的入金帳戶，或至銀行取消證券交割綁定，改為一般活儲使用。,,,
